# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "reference/GCF_000013465.1_ASM1346v1_genomic.gff" "-o" "counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "-p" "-T" "4" "alignments/C1.sorted.bam" "alignments/C2.sorted.bam" "alignments/C3.sorted.bam" "alignments/E1.sorted.bam" "alignments/E2.sorted.bam" "alignments/E3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C1.sorted.bam	alignments/C2.sorted.bam	alignments/C3.sorted.bam	alignments/E1.sorted.bam	alignments/E2.sorted.bam	alignments/E3.sorted.bam
SAUSA300_RS09300	NC_007793.1	1884794	1885105	-	312	1052	615	972	865	814	790
SAUSA300_RS09305	NC_007793.1	1885127	1887544	-	2418	7850	4029	6940	5544	5588	4896
SAUSA300_RS09310	NC_007793.1	1887832	1889013	-	1182	3637	1890	4242	1480	1176	1488
SAUSA300_RS09315	NC_007793.1	1889123	1890076	+	954	3157	1797	3993	1540	1272	1244
SAUSA300_RS09320	NC_007793.1	1890073	1890636	+	564	1756	1010	2474	853	762	757
SAUSA300_RS09325	NC_007793.1	1890756	1891157	-	402	8036	4648	11076	11857	12998	11744
SAUSA300_RS09340	NC_007793.1	1892736	1893563	-	828	3398	1936	4988	2990	2887	2915
SAUSA300_RS09345	NC_007793.1	1893566	1893685	-	120	22	18	21	3	0	5
SAUSA300_RS09350	NC_007793.1	1893797	1894798	+	1002	2835	2152	11047	4126	4511	3910
SAUSA300_RS09355	NC_007793.1	1894920	1895384	-	465	546	252	500	158	172	177
SAUSA300_RS09360	NC_007793.1	1895397	1896578	-	1182	1233	589	942	292	265	303
SAUSA300_RS09365	NC_007793.1	1896589	1897221	-	633	524	260	407	127	133	137
SAUSA300_RS09370	NC_007793.1	1897228	1898271	-	1044	1125	474	790	311	266	269
SAUSA300_RS09375	NC_007793.1	1898752	1900254	-	1503	270	167	207	122	101	81
SAUSA300_RS09380	NC_007793.1	1900777	1901091	+	315	322	165	392	92	42	70
SAUSA300_RS09385	NC_007793.1	1901091	1902383	+	1293	932	540	1087	244	198	219
SAUSA300_RS09390	NC_007793.1	1902401	1902796	+	396	391	232	490	155	114	119
SAUSA300_RS09395	NC_007793.1	1903091	1903945	-	855	8336	4855	8647	3503	2805	3184
SAUSA300_RS09400	NC_007793.1	1904221	1904445	-	225	870	414	903	891	699	783
SAUSA300_RS09405	NC_007793.1	1904644	1905114	+	471	645	294	572	149	112	81
SAUSA300_RS09410	NC_007793.1	1905227	1905670	+	444	673	355	599	150	197	216
SAUSA300_RS09415	NC_007793.1	1905657	1906100	-	444	939	533	856	317	333	334
SAUSA300_RS09420	NC_007793.1	1906396	1907031	+	636	157	112	248	313	268	258
SAUSA300_RS09425	NC_007793.1	1907471	1908184	-	714	2335	1251	2755	25528	21285	26681
SAUSA300_RS09430	NC_007793.1	1908444	1908746	+	303	547	272	508	298	197	236
SAUSA300_RS09435	NC_007793.1	1909002	1909367	+	366	352	164	299	44	32	22
SAUSA300_RS09440	NC_007793.1	1909364	1909717	+	354	201	94	241	75	37	66
SAUSA300_RS09455	NC_007793.1	1911800	1912633	-	834	647	373	780	2092	1766	2065
SAUSA300_RS09460	NC_007793.1	1912845	1913753	-	909	6937	4549	10012	2842	2480	2468
SAUSA300_RS09465	NC_007793.1	1913878	1915071	-	1194	8773	4636	13972	1238	965	1269
SAUSA300_RS09470	NC_007793.1	1915442	1917034	+	1593	4414	2539	12791	6386	5699	6450
SAUSA300_RS09475	NC_007793.1	1917170	1917601	-	432	453	248	627	523	502	597
SAUSA300_RS09480	NC_007793.1	1918030	1918776	-	747	944	484	893	372	291	292
SAUSA300_RS09485	NC_007793.1	1918781	1919254	-	474	426	181	204	25	23	15
SAUSA300_RS09490	NC_007793.1	1919320	1919577	+	258	866	585	1399	2548	2288	3055
SAUSA300_RS09495	NC_007793.1	1919574	1920575	-	1002	1276	658	1351	1021	951	917
SAUSA300_RS09500	NC_007793.1	1920580	1922058	-	1479	1486	712	1602	673	512	568
SAUSA300_RS09505	NC_007793.1	1922217	1922672	-	456	289	152	333	54	20	39
SAUSA300_RS09510	NC_007793.1	1922975	1923625	+	651	1667	1207	3646	8482	8128	8328
SAUSA300_RS09515	NC_007793.1	1923706	1924701	+	996	1932	1129	4048	10401	10697	10457
SAUSA300_RS09525	NC_007793.1	1925444	1925788	+	345	145	65	189	64	40	41
SAUSA300_RS09530	NC_007793.1	1925886	1926437	+	552	247	138	296	129	117	55
SAUSA300_RS09535	NC_007793.1	1926655	1927296	-	642	412	229	393	174	81	55
SAUSA300_RS09545	NC_007793.1	1927597	1927773	-	177	45	16	35	50	33	39
SAUSA300_RS09550	NC_007793.1	1927784	1928167	-	384	288	129	228	279	251	296
SAUSA300_RS09560	NC_007793.1	1928771	1928914	-	144	180	78	194	215	168	219
SAUSA300_RS15795	NC_007793.1	1929117	1929212	+	96	1186	848	2550	2234	3088	3545
SAUSA300_RS09565	NC_007793.1	1929335	1929436	+	102	344	194	341	17	33	27
SAUSA300_RS09570	NC_007793.1	1929784	1930161	-	378	1213	725	1028	148	99	109
SAUSA300_RS09575	NC_007793.1	1930682	1934794	-	4113	2681	1499	1679	371	308	217
SAUSA300_RS09580	NC_007793.1	1935644	1936843	-	1200	1368	776	1329	467	415	353
SAUSA300_RS09585	NC_007793.1	1936836	1938392	-	1557	1619	872	2111	382	321	291
SAUSA300_RS09590	NC_007793.1	1938556	1938690	-	135	3	2	3	3	0	0
SAUSA300_RS09595	NC_007793.1	1938755	1939474	-	720	45	27	37	19	22	4
SAUSA300_RS09600	NC_007793.1	1939625	1940341	-	717	65	38	34	22	7	5
SAUSA300_RS09605	NC_007793.1	1940499	1941218	-	720	44	28	33	27	13	4
SAUSA300_RS09610	NC_007793.1	1941339	1942058	-	720	66	22	85	27	11	15
SAUSA300_RS09615	NC_007793.1	1942116	1942838	-	723	47	27	63	40	6	9
SAUSA300_RS09620	NC_007793.1	1942963	1943670	-	708	24	11	21	43	7	10
SAUSA300_RS09630	NC_007793.1	1944634	1945200	+	567	131	80	118	51	18	11
SAUSA300_RS15410	NC_007793.1	1945674	1946372	-	699	173	94	160	1074	1238	980
SAUSA300_RS09640	NC_007793.1	1946369	1947130	-	762	134	77	166	543	689	462
SAUSA300_RS09645	NC_007793.1	1947127	1947819	-	693	176	123	339	671	789	646
SAUSA300_RS09650	NC_007793.1	1947842	1949215	-	1374	183	114	359	433	406	360
SAUSA300_RS09655	NC_007793.1	1949225	1949743	-	519	53	14	37	40	18	13
SAUSA300_RS09660	NC_007793.1	1949759	1951003	-	1245	115	48	83	36	28	43
SAUSA300_RS09665	NC_007793.1	1950996	1953989	-	2994	210	100	150	115	57	56
SAUSA300_RS09670	NC_007793.1	1954054	1954197	-	144	66	39	79	71	59	83
SAUSA300_RS09675	NC_007793.1	1954934	1955077	-	144	99	29	73	52	62	75
SAUSA300_RS09680	NC_007793.1	1955319	1956302	-	984	92	44	85	78	19	17
SAUSA300_RS09685	NC_007793.1	1956304	1957239	-	936	63	42	79	37	20	16
SAUSA300_RS09690	NC_007793.1	1958122	1958577	+	456	230	125	283	105	83	84
SAUSA300_RS09700	NC_007793.1	1960620	1960708	-	89	195	94	185	28	9	7
SAUSA300_RS09705	NC_007793.1	1960763	1960834	-	72	85	31	95	5	3	5
SAUSA300_RS09710	NC_007793.1	1960836	1960910	-	75	56	29	71	4	3	1
SAUSA300_RS09715	NC_007793.1	1960925	1960998	-	74	432	194	496	21	18	24
SAUSA300_RS09720	NC_007793.1	1961014	1961089	-	76	562	280	871	23	21	18
SAUSA300_RS09725	NC_007793.1	1961103	1961175	-	73	389	211	538	14	19	11
SAUSA300_RS09730	NC_007793.1	1961192	1961267	-	76	667	362	1000	17	15	14
SAUSA300_RS09735	NC_007793.1	1961289	1961362	-	74	407	187	402	3	3	2
SAUSA300_RS09740	NC_007793.1	1961834	1962388	-	555	1751	1008	1695	567	472	364
SAUSA300_RS09750	NC_007793.1	1962711	1964111	-	1401	4240	2195	4065	2868	2584	2286
SAUSA300_RS09755	NC_007793.1	1964135	1965058	-	924	2009	1018	2191	1419	1404	1149
SAUSA300_RS09760	NC_007793.1	1965116	1966153	-	1038	1898	1062	2224	1247	1036	994
SAUSA300_RS09765	NC_007793.1	1966143	1966253	-	111	33	23	32	15	12	8
SAUSA300_RS09770	NC_007793.1	1966416	1966919	+	504	3773	2528	5567	11008	10026	10500
SAUSA300_RS09775	NC_007793.1	1967043	1968266	-	1224	3439	1984	3998	1648	1377	1488
SAUSA300_RS09780	NC_007793.1	1968259	1968999	-	741	2225	1330	2706	809	730	602
SAUSA300_RS09785	NC_007793.1	1969133	1969555	+	423	1892	1161	3405	2478	2595	2457
SAUSA300_RS09790	NC_007793.1	1969697	1970062	+	366	2930	1902	6885	8591	8538	7610
SAUSA300_RS09795	NC_007793.1	1970795	1971352	+	558	246	156	223	54	51	33
SAUSA300_RS09800	NC_007793.1	1971557	1972519	+	963	4325	2715	4600	4283	4234	3838
SAUSA300_RS09805	NC_007793.1	1972640	1973581	-	942	7816	4685	10075	2593	2411	2706
SAUSA300_RS09810	NC_007793.1	1973578	1976514	-	2937	16941	9774	20056	6106	5441	5885
SAUSA300_RS09815	NC_007793.1	1976504	1977700	-	1197	4561	2535	6192	1402	1087	1128
SAUSA300_RS09820	NC_007793.1	1977991	1978089	-	99	51	27	41	13	8	10
SAUSA300_RS09825	NC_007793.1	1978472	1978816	-	345	9357	6099	13612	12236	10762	11248
SAUSA300_RS09830	NC_007793.1	1978885	1980009	-	1125	3235	1628	4575	507	326	397
SAUSA300_RS09835	NC_007793.1	1980188	1980652	-	465	5537	2998	5251	183	113	89
SAUSA300_RS09840	NC_007793.1	1981008	1981631	-	624	1367	745	1381	229	160	130
SAUSA300_RS09845	NC_007793.1	1981653	1982765	-	1113	1900	1007	2026	320	256	218
SAUSA300_RS09850	NC_007793.1	1982928	1983749	+	822	7135	3733	12773	1045	849	882
SAUSA300_RS09855	NC_007793.1	1984212	1985597	-	1386	2642	1549	5476	7802	7842	7289
SAUSA300_RS09860	NC_007793.1	1985793	1986188	-	396	772	387	1034	303	264	267
SAUSA300_RS09870	NC_007793.1	1986965	1987117	-	153	1396	827	1725	3574	4511	3528
SAUSA300_RS09875	NC_007793.1	1987142	1987741	-	600	4461	2726	7318	12860	13585	11810
SAUSA300_RS09880	NC_007793.1	1987900	1988370	-	471	1335	678	1424	321	258	268
SAUSA300_RS09885	NC_007793.1	1988375	1989502	-	1128	3196	1516	3261	522	430	386
SAUSA300_RS09890	NC_007793.1	1989653	1990375	-	723	1044	609	1841	1301	1647	1237
SAUSA300_RS09895	NC_007793.1	1990368	1991825	-	1458	1550	883	3071	1538	1909	1392
SAUSA300_RS09900	NC_007793.1	1992083	1993144	-	1062	2637	1474	3035	671	585	527
SAUSA300_RS09905	NC_007793.1	1993637	1994956	+	1320	1089	614	913	193	154	91
SAUSA300_RS09910	NC_007793.1	1995143	1995226	-	84	741	323	1069	30	11	15
SAUSA300_RS15810	NC_007793.1	1995265	1995339	-	75	2323	965	2752	73	60	69
SAUSA300_RS09915	NC_007793.1	1995443	1995517	-	75	2733	1292	2398	82	62	84
SAUSA300_RS09920	NC_007793.1	1995525	1995598	-	74	799	389	592	32	13	25
SAUSA300_RS09925	NC_007793.1	1995604	1995675	-	72	1289	542	921	40	20	34
SAUSA300_RS09930	NC_007793.1	1995687	1995759	-	73	587	207	690	9	11	13
SAUSA300_RS09935	NC_007793.1	1995762	1995835	-	74	391	188	478	15	11	15
SAUSA300_RS09940	NC_007793.1	1995851	1995931	-	81	764	365	810	33	33	23
SAUSA300_RS09945	NC_007793.1	1995937	1996012	-	76	1450	653	307	76	63	62
SAUSA300_RS09950	NC_007793.1	1996020	1996092	-	73	381	189	213	14	11	8
SAUSA300_RS09955	NC_007793.1	1996111	1996186	-	76	1199	529	1271	37	40	44
SAUSA300_RS09960	NC_007793.1	1996196	1996269	-	74	1027	458	767	45	36	25
SAUSA300_RS09965	NC_007793.1	1996284	1996376	-	93	4091	1946	4814	225	158	199
SAUSA300_RS09970	NC_007793.1	1996415	1996490	-	76	5147	2622	6273	252	166	198
SAUSA300_RS09975	NC_007793.1	1996501	1996590	-	90	2028	922	1523	90	59	79
SAUSA300_RS09980	NC_007793.1	1996600	1996673	-	74	1904	952	1354	59	54	51
SAUSA300_RS09985	NC_007793.1	1996702	1996775	-	74	1629	756	1215	49	35	45
SAUSA300_RS09990	NC_007793.1	1996797	1996872	-	76	1200	617	1028	54	35	45
SAUSA300_RS09995	NC_007793.1	1996890	1996963	-	74	1274	676	813	41	18	30
SAUSA300_RS10000	NC_007793.1	1996973	1997046	-	74	1656	756	1546	72	53	69
SAUSA300_RS10005	NC_007793.1	1997065	1997153	-	89	2953	1370	3212	194	154	162
SAUSA300_RS10010	NC_007793.1	1997164	1997238	-	75	471	215	372	31	18	24
SAUSA300_RS10015	NC_007793.1	1997242	1997323	-	82	1045	456	1381	55	29	31
SAUSA300_RS10020	NC_007793.1	1997327	1997402	-	76	618	296	582	29	19	16
SAUSA300_RS10025	NC_007793.1	1997408	1997483	-	76	3518	1673	516	129	102	120
SAUSA300_RS10030	NC_007793.1	1997500	1997575	-	76	265	124	166	31	19	22
SAUSA300_RS10035	NC_007793.1	1997587	1997701	-	115	37	83	112	12	2	14
SAUSA300_RS10040	NC_007793.1	1997774	2000696	-	2923	146634	142413	213422	67711	72188	79278
SAUSA300_RS10045	NC_007793.1	2000910	2000985	-	76	334	215	577	54	36	51
SAUSA300_RS10050	NC_007793.1	2001004	2001080	-	77	136	102	260	10	5	8
SAUSA300_RS10055	NC_007793.1	2001172	2002723	-	1552	45034	31111	48804	14792	17303	19471
SAUSA300_RS10060	NC_007793.1	2003464	2003910	-	447	7178	5018	16850	16002	14552	17123
SAUSA300_RS10065	NC_007793.1	2004007	2004957	-	951	1131	712	1028	6852	5851	5996
SAUSA300_RS10070	NC_007793.1	2004963	2005418	-	456	500	349	463	3493	3127	3261
SAUSA300_RS10075	NC_007793.1	2005499	2006788	+	1290	3518	2034	4807	6797	5967	7278
SAUSA300_RS10080	NC_007793.1	2007081	2008175	+	1095	2644	1946	5261	2030	1456	1612
SAUSA300_RS10085	NC_007793.1	2008265	2008357	-	93	39	20	21	23	12	19
SAUSA300_RS10090	NC_007793.1	2008366	2010102	-	1737	2821	1596	3404	2810	2138	3170
SAUSA300_RS10095	NC_007793.1	2010393	2010935	-	543	3904	2106	5268	1324	1198	1144
SAUSA300_RS10100	NC_007793.1	2011237	2012274	-	1038	1247	659	1380	406	292	309
SAUSA300_RS10105	NC_007793.1	2012426	2013403	+	978	2577	1655	4397	5612	5474	5697
SAUSA300_RS10115	NC_007793.1	2013664	2014500	-	837	2353	1404	2723	1881	1581	1557
SAUSA300_RS10120	NC_007793.1	2014509	2016026	-	1518	3001	1838	3692	2241	1634	1608
SAUSA300_RS10125	NC_007793.1	2016041	2016355	-	315	465	293	701	509	297	317
SAUSA300_RS10130	NC_007793.1	2016333	2017151	-	819	638	352	617	1283	982	1251
SAUSA300_RS10135	NC_007793.1	2017412	2018221	-	810	2066	1401	4148	1030	849	950
SAUSA300_RS10140	NC_007793.1	2018562	2019077	-	516	1239	958	2696	5473	5864	4645
SAUSA300_RS10145	NC_007793.1	2019208	2019369	-	162	232	212	670	214	174	246
SAUSA300_RS10150	NC_007793.1	2019593	2020744	+	1152	1821	1024	2791	970	688	849
SAUSA300_RS10155	NC_007793.1	2021004	2021534	-	531	2286	1349	2538	2789	2583	2724
SAUSA300_RS10160	NC_007793.1	2021624	2022880	-	1257	3431	2025	3800	4196	3821	3785
SAUSA300_RS10165	NC_007793.1	2022883	2023083	-	201	311	210	331	361	284	335
SAUSA300_RS10170	NC_007793.1	2023230	2023694	+	465	2645	1911	3972	5612	5327	5462
SAUSA300_RS10175	NC_007793.1	2023701	2023976	+	276	2390	1424	3190	4250	4854	4532
SAUSA300_RS10180	NC_007793.1	2024254	2025471	+	1218	2563	1522	3020	2341	2287	1519
SAUSA300_RS10185	NC_007793.1	2025587	2026216	-	630	2519	1689	3280	3187	2848	3105
SAUSA300_RS10190	NC_007793.1	2026206	2027249	-	1044	2648	1572	2710	2810	2619	2684
SAUSA300_RS10195	NC_007793.1	2027246	2027947	-	702	1058	546	1025	1066	897	823
SAUSA300_RS10200	NC_007793.1	2027962	2028348	-	387	624	334	537	473	358	469
SAUSA300_RS10205	NC_007793.1	2028565	2029323	-	759	2815	1652	3689	2019	1709	2070
SAUSA300_RS10215	NC_007793.1	2029851	2030837	+	987	955	393	859	224	136	188
SAUSA300_RS10230	NC_007793.1	2031386	2031799	-	414	106	72	120	59	75	46
SAUSA300_RS10235	NC_007793.1	2031828	2031938	-	111	25	9	27	10	11	19
SAUSA300_RS10240	NC_007793.1	2032024	2032755	-	732	4188	2264	5468	2775	2417	2984
SAUSA300_RS10245	NC_007793.1	2032757	2034070	-	1314	6788	3508	8541	4273	3491	4606
SAUSA300_RS10250	NC_007793.1	2034362	2034862	+	501	3376	2690	9356	41478	38286	45192
SAUSA300_RS10255	NC_007793.1	2034944	2035036	-	93	52	45	92	463	401	456
SAUSA300_RS10260	NC_007793.1	2035251	2035805	+	555	677	463	1030	2223	1857	2276
SAUSA300_RS10265	NC_007793.1	2035873	2036943	-	1071	982	586	1072	2132	1872	2202
SAUSA300_RS10270	NC_007793.1	2037190	2037720	-	531	925	430	944	326	369	283
SAUSA300_RS10275	NC_007793.1	2037890	2039251	-	1362	2018	1067	2222	607	612	536
SAUSA300_RS10280	NC_007793.1	2039332	2040279	-	948	1871	1151	2108	660	627	575
SAUSA300_RS10285	NC_007793.1	2040862	2041008	-	147	10	14	19	3	3	0
SAUSA300_RS10290	NC_007793.1	2041048	2042475	-	1428	24522	14471	31379	3003	2627	2686
SAUSA300_RS10295	NC_007793.1	2042488	2043945	-	1458	16247	9017	18496	1445	1200	1098
SAUSA300_RS10300	NC_007793.1	2043947	2044249	-	303	3162	1845	2864	163	116	87
SAUSA300_RS10305	NC_007793.1	2044616	2046154	+	1539	5681	3291	9096	2897	2742	2681
SAUSA300_RS10310	NC_007793.1	2046243	2047442	-	1200	7454	4078	8400	4050	3333	4094
SAUSA300_RS10315	NC_007793.1	2047455	2049458	-	2004	8391	4565	8433	2515	2041	2503
SAUSA300_RS10320	NC_007793.1	2049462	2051654	-	2193	6454	3217	6343	1667	1440	1521
SAUSA300_RS10325	NC_007793.1	2051651	2052343	-	693	1470	804	1542	398	289	258
SAUSA300_RS10330	NC_007793.1	2052515	2052817	-	303	3440	1993	3809	1044	860	1125
SAUSA300_RS10335	NC_007793.1	2052926	2054221	-	1296	11526	6348	11230	1201	912	1080
SAUSA300_RS10340	NC_007793.1	2055082	2056248	+	1167	529	310	567	114	83	65
SAUSA300_RS10345	NC_007793.1	2056279	2056605	+	327	294	201	408	120	89	63
SAUSA300_RS10350	NC_007793.1	2056897	2057070	-	174	535	295	570	287	341	312
SAUSA300_RS10355	NC_007793.1	2057051	2057653	-	603	2496	1271	2381	1314	1293	1217
SAUSA300_RS10360	NC_007793.1	2057924	2058745	-	822	1600	899	1271	1532	1486	1471
SAUSA300_RS10365	NC_007793.1	2058738	2060207	-	1470	1562	754	1281	1300	1098	1198
SAUSA300_RS10370	NC_007793.1	2060391	2061467	+	1077	1927	1129	3126	498	329	514
SAUSA300_RS10375	NC_007793.1	2061487	2062281	+	795	1464	865	2010	397	275	351
SAUSA300_RS10380	NC_007793.1	2062353	2062460	+	108	174	127	418	191	167	182
SAUSA300_RS10385	NC_007793.1	2062471	2064033	-	1563	3338	1927	6652	1603	1239	1346
SAUSA300_RS10390	NC_007793.1	2064238	2065335	-	1098	516	291	742	322	338	242
SAUSA300_RS10395	NC_007793.1	2065707	2066267	+	561	5452	3746	8639	3488	2643	3615
SAUSA300_RS10400	NC_007793.1	2066320	2067249	+	930	11258	6849	18789	11530	11152	11767
SAUSA300_RS10405	NC_007793.1	2067444	2067617	-	174	94	41	56	139	121	152
SAUSA300_RS10410	NC_007793.1	2067669	2069048	+	1380	1946	1059	1893	5624	4620	5755
SAUSA300_RS10415	NC_007793.1	2069168	2070196	-	1029	2419	1462	2700	2533	2352	2159
SAUSA300_RS10420	NC_007793.1	2070466	2070867	+	402	567	336	829	326	256	260
SAUSA300_RS10425	NC_007793.1	2071440	2071613	-	174	1419	811	2143	4606	5399	4904
SAUSA300_RS10430	NC_007793.1	2072064	2073104	+	1041	626	327	857	298	237	178
SAUSA300_RS10435	NC_007793.1	2073161	2074003	-	843	3644	2303	4336	1503	1448	1358
SAUSA300_RS10440	NC_007793.1	2074000	2074557	-	558	1584	908	1894	477	397	412
SAUSA300_RS10445	NC_007793.1	2074617	2075141	-	525	1775	1027	2165	543	347	394
SAUSA300_RS10450	NC_007793.1	2075262	2075825	+	564	1286	752	1535	3639	4343	3117
SAUSA300_RS10455	NC_007793.1	2075891	2076631	-	741	1217	868	1429	1058	1163	1013
SAUSA300_RS10460	NC_007793.1	2076631	2077503	-	873	1938	1231	2108	1609	1689	1426
SAUSA300_RS10465	NC_007793.1	2077500	2078180	-	681	758	462	711	517	545	404
SAUSA300_RS10470	NC_007793.1	2078181	2079077	-	897	1510	830	1436	1212	1238	934
SAUSA300_RS10475	NC_007793.1	2079074	2079454	-	381	594	294	508	498	491	398
SAUSA300_RS10480	NC_007793.1	2079718	2079894	-	177	292	216	497	434	304	488
SAUSA300_RS10485	NC_007793.1	2080137	2080235	-	99	139	103	244	266	361	359
SAUSA300_RS10490	NC_007793.1	2080435	2081721	+	1287	6220	4120	10163	4848	4160	4404
SAUSA300_RS16105	NC_007793.1	2082045	2082335	-	291	155	125	208	173	205	201
SAUSA300_RS10505	NC_007793.1	2084489	2084686	+	198	71	31	111	46	65	73
SAUSA300_RS10510	NC_007793.1	2085058	2085237	+	180	383	237	474	335	321	286
SAUSA300_RS16110	NC_007793.1	2085261	2085569	+	309	385	308	517	363	255	278
SAUSA300_RS10520	NC_007793.1	2085548	2085808	+	261	259	136	282	204	203	188
SAUSA300_RS10525	NC_007793.1	2085861	2086211	-	351	6936	4351	10637	1136	855	1205
SAUSA300_RS10530	NC_007793.1	2086896	2087345	+	450	2148	1350	2271	83	37	15
SAUSA300_RS10540	NC_007793.1	2088425	2088916	-	492	423	252	577	265	266	258
SAUSA300_RS10545	NC_007793.1	2089107	2089862	-	756	41	12	21	39	16	8
SAUSA300_RS10550	NC_007793.1	2089874	2090128	-	255	4	7	6	12	7	1
SAUSA300_RS10555	NC_007793.1	2090180	2090287	+	108	1131	947	2453	1640	1515	1593
SAUSA300_RS15490	NC_007793.1	2090340	2090474	-	135	2182	1510	4656	3037	3045	3259
SAUSA300_RS10565	NC_007793.1	2090666	2090962	-	297	217	105	175	71	89	86
SAUSA300_RS10570	NC_007793.1	2091020	2091307	-	288	49	33	46	30	32	21
SAUSA300_RS10575	NC_007793.1	2091354	2091506	-	153	14	8	12	5	7	9
SAUSA300_RS10580	NC_007793.1	2091496	2095281	-	3786	624	305	777	354	211	235
SAUSA300_RS10585	NC_007793.1	2095297	2096781	-	1485	77	35	91	56	21	41
SAUSA300_RS10590	NC_007793.1	2096778	2101307	-	4530	293	143	314	368	175	202
SAUSA300_RS16080	NC_007793.1	2101364	2101501	-	138	9	11	4	15	16	26
SAUSA300_RS10600	NC_007793.1	2101552	2101902	-	351	30	18	61	69	30	44
SAUSA300_RS15495	NC_007793.1	2101952	2102191	-	240	36	24	41	31	24	21
SAUSA300_RS10605	NC_007793.1	2102218	2102862	-	645	53	25	59	58	41	37
SAUSA300_RS10610	NC_007793.1	2102866	2103270	-	405	29	13	28	14	12	11
SAUSA300_RS10615	NC_007793.1	2103267	2103671	-	405	42	17	27	35	15	25
SAUSA300_RS10620	NC_007793.1	2103668	2104030	-	363	13	12	29	17	10	11
SAUSA300_RS10625	NC_007793.1	2104014	2104298	-	285	22	16	31	16	9	22
SAUSA300_RS10630	NC_007793.1	2104288	2104572	-	285	17	10	28	17	14	8
SAUSA300_RS10635	NC_007793.1	2104592	2105737	-	1146	73	30	160	76	44	42
SAUSA300_RS10640	NC_007793.1	2105761	2106498	-	738	62	24	63	32	30	22
SAUSA300_RS10645	NC_007793.1	2106482	2107669	-	1188	122	49	83	61	40	21
SAUSA300_RS10650	NC_007793.1	2107685	2109346	-	1662	80	50	108	94	29	45
SAUSA300_RS10655	NC_007793.1	2109343	2109687	-	345	24	20	45	6	2	3
SAUSA300_RS10660	NC_007793.1	2109817	2110116	-	300	35	8	23	16	7	5
SAUSA300_RS10665	NC_007793.1	2110348	2110764	-	417	77	32	96	105	98	95
SAUSA300_RS10670	NC_007793.1	2110792	2110992	-	201	25	11	34	52	48	33
SAUSA300_RS10675	NC_007793.1	2110992	2111141	-	150	9	6	15	10	7	16
SAUSA300_RS10680	NC_007793.1	2111138	2111524	-	387	47	25	40	64	50	52
SAUSA300_RS10685	NC_007793.1	2111521	2111727	-	207	21	8	7	29	32	12
SAUSA300_RS10690	NC_007793.1	2111724	2111969	-	246	20	3	10	35	15	15
SAUSA300_RS10695	NC_007793.1	2112006	2112539	-	534	36	17	34	85	41	49
SAUSA300_RS10700	NC_007793.1	2112532	2112774	-	243	12	4	7	33	11	13
SAUSA300_RS10705	NC_007793.1	2112764	2113000	-	237	4	5	3	21	13	6
SAUSA300_RS10710	NC_007793.1	2112993	2113364	-	372	16	5	7	26	22	29
SAUSA300_RS10715	NC_007793.1	2113373	2113615	-	243	15	4	10	17	21	22
SAUSA300_RS10720	NC_007793.1	2113619	2113987	-	369	28	14	22	24	23	30
SAUSA300_RS10725	NC_007793.1	2114000	2114404	-	405	17	8	17	32	18	22
SAUSA300_RS10730	NC_007793.1	2114413	2114631	-	219	10	6	8	19	12	8
SAUSA300_RS10735	NC_007793.1	2114638	2115531	-	894	72	40	67	111	56	81
SAUSA300_RS10740	NC_007793.1	2115561	2116031	-	471	35	8	22	62	47	42
SAUSA300_RS10745	NC_007793.1	2116032	2116649	-	618	33	24	25	29	49	41
SAUSA300_RS10750	NC_007793.1	2116730	2117650	-	921	90	32	113	177	137	174
SAUSA300_RS10755	NC_007793.1	2117652	2119595	-	1944	112	61	147	310	275	254
SAUSA300_RS15500	NC_007793.1	2119604	2119867	-	264	23	17	16	36	34	34
SAUSA300_RS10760	NC_007793.1	2119876	2120136	-	261	24	13	26	41	26	32
SAUSA300_RS10765	NC_007793.1	2120176	2120436	-	261	20	11	8	53	25	31
SAUSA300_RS10770	NC_007793.1	2120531	2120692	-	162	46	27	70	8	6	11
SAUSA300_RS10775	NC_007793.1	2120689	2121009	-	321	119	48	149	52	51	35
SAUSA300_RS10780	NC_007793.1	2121068	2121298	+	231	1626	1160	3922	2254	2614	2682
SAUSA300_RS15890	NC_007793.1	2121295	2121471	-	177	37	43	75	17	14	14
SAUSA300_RS10785	NC_007793.1	2121487	2122239	-	753	281	185	545	146	137	143
SAUSA300_RS10790	NC_007793.1	2122290	2122619	+	330	213	105	363	61	50	88
SAUSA300_RS10795	NC_007793.1	2122608	2122823	-	216	78	51	145	42	40	29
SAUSA300_RS10800	NC_007793.1	2122839	2123102	-	264	45	14	35	41	37	48
SAUSA300_RS10810	NC_007793.1	2123236	2123949	+	714	717	446	928	198	225	151
SAUSA300_RS10815	NC_007793.1	2123965	2124897	+	933	652	395	508	183	197	133
SAUSA300_RS10820	NC_007793.1	2124903	2125244	+	342	331	177	248	117	116	107
SAUSA300_RS10825	NC_007793.1	2125448	2125630	+	183	461	307	368	172	174	128
SAUSA300_RS10830	NC_007793.1	2125708	2126421	+	714	843	479	685	373	327	243
SAUSA300_RS10835	NC_007793.1	2126612	2127649	+	1038	437	254	392	181	125	145
